,SEASON,AGE,TEAM,LEAGUE,POS,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,SALARY,NAME
139,2019-20,24.0,NOP,NBA,SF,65.0,16.0,27.0,3.5,8.2,0.423,1.9,5.4,0.342,1.6,2.7,0.584,0.537,1.3,1.8,0.7390000000000001,0.9,5.6,6.5,1.7,1.0,0.4,1.2,2.5,10.1,1934160,Josh Hart
140,2019-20,22.0,NOP,NBA,PF,62.0,62.0,33.9,8.2,17.7,0.46299999999999997,2.4,6.2,0.391,5.8,11.5,0.501,0.531,5.0,5.9,0.851,0.8,5.3,6.1,4.2,1.0,0.6,3.0,2.9,23.8,7265485,Brandon Ingram
141,2019-20,24.0,LAL,NBA,PF,61,9,25.0,4.8,11.0,0.436,1.4,4.5,0.316,3.4,6.5,0.518,0.5,1.9,2.5,0.735,0.9,3.6,4.5,1.3,0.5,0.4,1.5,2.1,12.8,1974600,Kyle Kuzma
142,2019-20,31.0,MIL,NBA,C,68.0,67.0,26.7,4.3,9.9,0.435,1.5,4.8,0.314,2.8,5.1,0.5489999999999999,0.511,1.9,2.2,0.836,0.9,3.7,4.6,1.5,0.7,2.4,1.0,2.4,12.0,12093024,Brook Lopez
143,2019-20,25.0,NYK,NBA,PF,64.0,64.0,32.5,7.2,15.7,0.46,1.0,3.6,0.27699999999999997,6.2,12.1,0.515,0.49200000000000005,4.0,5.5,0.733,2.4,7.4,9.7,3.1,0.8,0.3,3.0,2.8,19.5,18000000,Julius Randle
144,2019-20,22.0,LAC,NBA,C,72.0,70.0,18.4,3.3,5.3,0.613,0.0,0.0,0.0,3.3,5.3,0.616,0.613,1.7,2.3,0.747,2.7,4.8,7.5,1.1,0.2,0.9,0.8,2.3,8.3,6481482,Ivica Zubac
145,2019-20,24.0,MEM,NBA,SG,73,73,28.9,6.0,14.6,0.40700000000000003,2.0,5.6,0.358,3.9,9.0,0.43799999999999994,0.47600000000000003,2.2,2.8,0.8079999999999999,0.9,2.4,3.3,2.1,0.9,0.4,1.7,3.8,16.2,1618520,Dillon Brooks
146,2019-20,32.0,UTA,NBA,PG,47.0,41.0,29.0,4.9,12.1,0.409,2.0,5.4,0.375,2.9,6.6,0.43700000000000006,0.494,2.4,3.0,0.8270000000000001,0.7,2.5,3.2,4.4,0.8,0.1,2.0,2.2,14.4,32511623,Mike Conley
147,2019-20,35.0,TOR,NBA,C,44,43,26.4,2.7,6.3,.427,1.3,3.4,.385,1.4,3.0,.473,.529,0.8,1.1,.735,0.7,5.5,6.3,3.3,0.8,0.9,1.3,2.8,7.5,25595700,Marc Gasol
148,2019-20,29.0,LAC,NBA,PF,63.0,1.0,20.7,2.4,5.6,0.429,1.5,3.8,0.387,0.9,1.8,0.518,0.56,0.6,0.8,0.75,1.2,4.9,6.2,0.8,0.5,0.4,0.9,2.8,6.8,4767000,JaMychal Green
149,2019-20,26.0,HOU,NBA,SF,71.0,23.0,22.8,3.4,7.7,0.444,2.5,6.4,0.4,0.9,1.3,0.6559999999999999,0.61,0.7,0.9,0.746,0.3,1.9,2.2,0.8,0.6,0.2,0.7,2.2,10.1,2028594,Ben McLemore
150,2019-20,22.0,MIA,NBA,PF,72,72,33.6,6.1,11.0,0.557,0.0,0.2,0.14300000000000002,6.1,10.8,0.564,0.5579999999999999,3.7,5.3,0.691,2.4,7.8,10.2,5.1,1.1,1.3,2.8,2.5,15.9,3454080,Bam Adebayo
151,2019-20,33.0,MIA,NBA,PG,59.0,3.0,28.2,5.4,12.3,0.441,2.1,5.7,0.36700000000000005,3.3,6.5,0.505,0.526,3.2,4.2,0.7759999999999999,0.5,2.7,3.2,5.1,0.7,0.2,2.4,2.1,16.2,19217900,Goran Dragić
152,2019-20,32.0,NYK,NBA,SG,36.0,1.0,15.5,1.7,4.8,0.35100000000000003,1.4,4.0,0.35,0.3,0.9,0.355,0.494,0.3,0.4,0.846,0.1,1.7,1.8,1.2,0.4,0.1,0.5,1.1,5.1,8000000,Wayne Ellington
153,2019-20,32.0,TOT,NBA,"C,PF",32.0,1.0,19.3,3.2,6.7,0.479,1.0,2.8,0.363,2.2,3.9,0.565,0.556,1.0,1.5,0.6459999999999999,0.8,2.9,3.7,2.3,0.8,1.0,1.5,2.5,8.4,15349400,James Johnson
154,2019-20,27.0,TOT,NBA,"PG,SG",39.0,7.0,18.2,2.5,6.4,0.38799999999999996,1.0,3.1,0.319,1.5,3.4,0.45,0.46399999999999997,1.1,1.3,0.84,0.5,1.5,1.9,1.9,0.4,0.2,0.7,1.5,7.0,19245370,Tyler Johnson
155,2019-20,28.0,LAC,NBA,SG,56.0,4.0,15.6,1.3,3.2,0.39799999999999996,0.4,1.6,0.27,0.9,1.6,0.522,0.46399999999999997,0.3,0.6,0.5589999999999999,0.5,2.2,2.7,0.6,0.5,0.1,0.4,1.3,3.3,4807693,Rodney McGruder
156,2019-20,28.0,MIA,NBA,C,67.0,9.0,19.4,2.7,5.9,0.462,1.4,3.5,0.406,1.3,2.4,0.5429999999999999,0.5820000000000001,1.3,1.5,0.86,0.7,3.9,4.6,1.7,0.7,0.3,1.1,2.6,8.2,11667885,Kelly Olynyk
157,2019-20,26.0,PHI,NBA,SG,55.0,53.0,30.8,5.1,11.7,0.43,1.5,4.5,0.341,3.5,7.2,0.486,0.496,2.1,2.6,0.809,0.7,2.4,3.2,2.9,0.9,0.7,1.9,2.5,13.7,10116576,Josh Richardson
158,2019-20,28.0,TOT,NBA,SG,10.0,0.0,20.7,4.1,9.9,0.414,1.5,4.7,0.319,2.6,5.2,0.5,0.49,1.4,1.7,0.8240000000000001,0.2,2.2,2.4,2.0,0.4,0.6,1.6,2.1,11.1,12100000,Dion Waiters
159,2019-20,24.0,TOT,NBA,PG,26.0,1.0,9.5,0.7,1.5,0.462,0.4,0.9,0.41700000000000004,0.3,0.6,0.5329999999999999,0.59,0.3,0.3,0.778,0.1,0.5,0.6,1.0,0.3,0.0,0.2,0.8,2.0,1445697,Derrick Walton
160,2019-20,30.0,POR,NBA,C,67,61,30.0,6.5,10.5,.621,0.1,0.1,.571,6.4,10.4,.622,.624,2.4,3.6,.686,3.9,9.7,13.5,1.2,0.4,2.9,1.8,2.9,15.5,27093018,Hassan Whiteside
161,2019-20,23.0,MIA,NBA,SG,11.0,5.0,32.0,4.5,11.7,0.38799999999999996,0.5,2.5,0.222,4.0,9.3,0.431,0.41100000000000003,1.6,2.5,0.667,1.5,5.2,6.6,4.0,0.6,0.5,2.2,3.5,11.3,13000000,Justise Winslow
162,2019-20,26.0,LAL,NBA,PF,62.0,62.0,34.4,8.9,17.7,0.503,1.2,3.5,0.33,7.7,14.2,0.546,0.536,7.2,8.5,0.846,2.3,7.0,9.3,3.2,1.5,2.3,2.5,2.5,26.1,27093019,Anthony Davis
163,2019-20,23.0,PHO,NBA,C,47.0,2.0,10.2,2.0,3.0,0.648,0.0,0.1,0.33299999999999996,1.9,3.0,0.655,0.6509999999999999,0.7,0.8,0.872,0.6,2.1,2.8,0.5,0.2,0.3,0.7,1.2,4.7,1678854,Cheick Diallo
164,2019-20,28.0,TOT,NBA,PF,59.0,4.0,18.4,1.9,4.7,0.396,1.1,2.9,0.368,0.8,1.8,0.439,0.509,0.7,0.9,0.741,0.5,2.3,2.8,1.8,0.7,0.2,0.9,1.4,5.5,12758781,Solomon Hill
165,2019-20,29.0,NOP,NBA,SG,61.0,61.0,34.7,7.5,16.5,0.455,2.0,5.7,0.353,5.5,10.8,0.509,0.516,2.1,3.0,0.7090000000000001,1.3,3.5,4.8,6.7,1.6,0.8,3.0,2.4,19.1,26131111,Jrue Holiday
166,2019-20,33.0,LAL,NBA,PG,48.0,3.0,20.5,2.9,6.8,0.418,0.9,2.6,0.32799999999999996,2.0,4.2,0.473,0.48,0.6,0.9,0.659,0.5,2.5,3.0,5.0,0.8,0.0,1.9,1.2,7.1,2564753,Rajon Rondo
167,2019-20,25.0,MIL,NBA,PF,63,63,30.4,10.9,19.7,0.5529999999999999,1.4,4.7,0.304,9.5,15.0,0.631,0.589,6.3,10.0,0.633,2.2,11.4,13.6,5.6,1.0,1.0,3.7,3.1,29.5,25842697,Giannis Antetokounmpo
168,2019-20,30.0,MIL,NBA,PG,61.0,61.0,27.0,5.5,11.5,0.475,1.2,3.5,0.344,4.3,8.0,0.5329999999999999,0.528,2.8,3.5,0.79,0.7,3.9,4.6,5.4,0.9,0.4,2.4,2.1,14.9,15625000,Eric Bledsoe
169,2019-20,27.0,IND,NBA,PG,54.0,54.0,30.9,6.0,13.8,0.43799999999999994,1.4,4.3,0.326,4.6,9.5,0.488,0.489,3.1,3.4,0.892,0.9,4.0,4.9,7.1,0.6,0.2,2.4,1.8,16.5,20000000,Malcolm Brogdon
170,2019-20,24.0,MIL,NBA,SF,52.0,1.0,14.8,1.8,4.9,0.371,0.8,2.6,0.324,1.0,2.3,0.425,0.457,0.6,0.8,0.8,0.6,2.9,3.5,1.0,0.6,0.1,0.8,1.0,5.1,1618520,Sterling Brown
171,2019-20,29.0,CLE,NBA,PG,57.0,4.0,14.4,1.1,3.1,0.354,0.4,1.6,0.231,0.7,1.5,0.488,0.414,0.6,0.6,0.865,0.3,1.0,1.3,3.2,0.4,0.0,1.0,1.4,3.1,9607500,Matthew Dellavedova
172,2019-20,29.0,TOT,NBA,C,40.0,8.0,15.0,2.4,4.3,0.556,0.2,0.9,0.222,2.2,3.4,0.644,0.579,0.6,1.2,0.5,1.2,2.9,4.1,1.4,0.6,1.1,0.9,2.0,5.5,9732396,John Henson
173,2019-20,22.0,DET,NBA,C,60.0,14.0,12.9,1.6,3.2,0.48200000000000004,0.4,1.1,0.344,1.2,2.2,0.55,0.539,1.2,1.8,0.664,0.9,1.9,2.8,0.7,0.4,0.7,0.8,1.7,4.7,3569643,Thon Maker
174,2019-20,28.0,MIL,NBA,SF,62.0,59.0,29.9,7.6,15.3,0.49700000000000005,2.4,5.7,0.415,5.2,9.6,0.546,0.575,3.4,3.7,0.9159999999999999,0.7,5.5,6.2,4.3,0.9,0.1,2.2,2.3,20.9,30603448,Khris Middleton
175,2019-20,24.0,TOT,NBA,PF,38.0,23.0,24.1,5.8,11.3,0.51,0.8,3.1,0.26899999999999996,4.9,8.2,0.603,0.5479999999999999,1.6,2.1,0.753,1.6,4.0,5.6,1.8,1.2,0.4,1.7,2.6,14.0,6500000,Jabari Parker
176,2019-20,28.0,DET,NBA,SF,59.0,57.0,27.8,2.9,6.5,0.445,1.7,4.3,0.402,1.2,2.2,0.531,0.579,0.5,0.5,1.0,0.2,1.7,1.9,2.2,0.5,0.3,0.5,1.7,8.0,11392857,Tony Snell
177,2019-20,23.0,MIL,NBA,PF,37.0,1.0,9.8,1.4,3.6,0.39399999999999996,0.5,2.0,0.247,0.9,1.6,0.5760000000000001,0.462,0.3,0.5,0.611,0.3,2.2,2.5,0.7,0.1,0.1,0.5,0.9,3.6,2961120,D.J. Wilson
178,2019-20,31.0,SAC,NBA,PF,72.0,67.0,27.9,4.4,9.1,0.48100000000000004,1.9,4.4,0.419,2.5,4.6,0.541,0.583,1.0,1.2,0.821,1.5,4.8,6.4,2.8,0.9,0.6,1.4,3.0,11.5,6825000,Nemanja Bjelica
179,2019-20,30.0,MIA,NBA,SF,58.0,58.0,33.8,5.9,13.1,0.455,0.5,2.1,0.244,5.4,11.0,0.495,0.474,7.6,9.1,0.8340000000000001,1.8,4.8,6.7,6.0,1.8,0.6,2.2,1.4,19.9,32742000,Jimmy Butler
180,2019-20,30.0,TOT,NBA,C,63.0,17.0,17.4,2.6,5.8,0.456,0.9,2.4,0.355,1.8,3.4,0.528,0.53,1.2,1.6,0.772,1.4,4.2,5.6,1.2,0.8,0.9,1.0,2.0,7.4,16229213,Gorgui Dieng
181,2019-20,34.0,NYK,NBA,C,62.0,56.0,16.5,2.7,4.6,0.584,0.1,0.2,0.28600000000000003,2.6,4.4,0.599,0.591,0.7,0.9,0.732,1.8,2.5,4.3,0.8,0.4,0.5,0.8,2.0,6.1,9800000,Taj Gibson
182,2019-20,23.0,MEM,NBA,PG,65.0,6.0,19.0,3.0,6.6,0.45899999999999996,0.7,1.9,0.379,2.3,4.7,0.49200000000000005,0.514,0.7,0.9,0.741,0.1,1.4,1.6,4.4,0.9,0.1,0.8,0.7,7.4,8408000,Tyus Jones
183,2019-20,31.0,TOT,NBA,PG,59.0,17.0,24.8,3.6,8.3,0.436,0.7,2.0,0.368,2.9,6.3,0.457,0.48,2.9,3.3,0.873,0.5,1.9,2.4,5.2,0.7,0.3,2.0,1.8,10.9,19000000,Jeff Teague
184,2019-20,24.0,MIN,NBA,C,35,35,33.9,9.0,17.8,0.508,3.3,7.9,0.41200000000000003,5.8,9.9,0.586,0.6,5.1,6.5,0.7959999999999999,2.7,8.1,10.8,4.4,0.9,1.2,3.1,3.3,26.5,27285000,Karl-Anthony Towns
185,2019-20,24.0,TOT,NBA,SF,54.0,54.0,34.4,8.1,18.1,0.447,2.1,6.2,0.332,6.0,11.9,0.506,0.504,3.5,5.0,0.7090000000000001,1.2,3.9,5.1,3.7,0.8,1.0,2.4,2.4,21.8,27504630,Andrew Wiggins
186,2019-20,27.0,TOT,NBA,PG,33.0,1.0,15.8,2.8,6.3,0.45,1.0,2.3,0.42700000000000005,1.9,4.1,0.46299999999999997,0.526,0.7,0.9,0.7929999999999999,0.5,1.0,1.5,2.5,0.5,0.1,0.6,1.0,7.4,2028594,Trey Burke
187,2019-20,25.0,NYK,NBA,SG,48.0,0.0,17.4,2.5,6.0,0.414,1.2,3.4,0.36200000000000004,1.3,2.6,0.48,0.516,0.5,0.7,0.667,0.2,1.7,1.9,1.2,0.5,0.1,0.4,0.9,6.7,1618520,Damyean Dotson
188,2019-20,27.0,BOS,NBA,C,58.0,7.0,16.9,3.4,6.0,0.5720000000000001,0.0,0.1,0.14300000000000002,3.4,5.9,0.581,0.573,1.2,1.7,0.7070000000000001,2.8,4.6,7.4,1.0,0.4,0.7,1.0,1.7,8.1,4767000,Enes Kanter
189,2019-20,24.0,CHI,NBA,C,36.0,14.0,15.5,2.3,5.2,0.439,0.9,3.0,0.287,1.4,2.2,0.6459999999999999,0.521,0.6,0.8,0.7140000000000001,0.6,1.7,2.3,0.9,0.3,0.7,0.4,1.5,6.0,2250000,Luke Kornet
190,2019-20,34.0,DAL,NBA,SG,24.0,9.0,14.4,1.7,3.4,0.488,0.9,2.0,0.447,0.8,1.5,0.5429999999999999,0.616,0.3,0.3,0.857,0.3,1.0,1.3,0.5,0.8,0.3,0.5,1.4,4.5,12759670,Courtney Lee
191,2019-20,24.0,DAL,NBA,C,57,57,31.8,7.0,16.4,.427,2.5,7.1,.352,4.5,9.3,.484,.503,4.0,5.0,.799,1.8,7.7,9.5,1.8,0.7,2.0,1.6,3.2,20.4,27285000,Kristaps Porziņģis
192,2019-20,31.0,BRK,NBA,PF,7.0,4.0,14.0,1.1,3.3,0.348,0.6,1.9,0.308,0.6,1.4,0.4,0.435,0.6,0.6,1.0,0.3,1.6,1.9,0.9,0.0,0.0,0.9,1.6,3.4,262152,Lance Thomas
193,2019-20,26.0,OKC,NBA,C,63.0,63.0,26.7,4.5,7.6,0.5920000000000001,0.0,0.0,0.33299999999999996,4.5,7.5,0.594,0.593,1.9,3.2,0.5820000000000001,3.3,6.0,9.3,2.3,0.8,1.1,1.5,1.9,10.9,25842697,Steven Adams
194,2019-20,35.0,POR,NBA,PF,58.0,58.0,32.8,5.8,13.5,0.43,1.5,3.9,0.385,4.3,9.6,0.44799999999999995,0.485,2.3,2.8,0.845,1.2,5.1,6.3,1.5,0.8,0.5,1.7,2.9,15.4,2159029,Carmelo Anthony
195,2019-20,23.0,DEN,NBA,SG,29.0,0.0,14.2,2.2,5.4,0.414,0.6,1.7,0.34700000000000003,1.7,3.7,0.444,0.46799999999999997,0.7,1.0,0.7240000000000001,0.3,1.6,1.9,2.2,0.5,0.2,0.9,1.6,5.8,183115,PJ Dozier
196,2019-20,21.0,OKC,NBA,SF,56.0,38.0,22.4,1.4,3.9,0.355,0.9,3.0,0.292,0.5,0.9,0.5579999999999999,0.466,0.3,0.4,0.75,0.4,0.9,1.3,0.9,0.5,0.3,0.6,2.8,3.9,2475840,Terrance Ferguson
197,2019-20,29.0,LAC,NBA,SF,48.0,48.0,29.6,7.1,16.3,0.439,3.3,7.9,0.41200000000000003,3.9,8.4,0.46399999999999997,0.539,4.0,4.5,0.8759999999999999,0.5,5.2,5.7,3.9,1.4,0.4,2.6,2.4,21.5,33005556,Paul George
198,2019-20,25.0,DEN,NBA,PF,71.0,24.0,26.6,4.3,8.9,0.478,1.4,3.5,0.389,2.9,5.4,0.537,0.555,2.1,2.8,0.75,0.8,2.7,3.5,1.2,0.7,0.8,0.9,2.2,12.0,9346153,Jerami Grant
199,2019-20,30.0,LAC,NBA,PF,59.0,18.0,13.2,1.6,3.9,0.408,1.1,2.9,0.39,0.5,1.0,0.45899999999999996,0.552,0.6,0.7,0.8140000000000001,0.6,2.0,2.6,0.7,0.1,0.1,0.4,0.9,4.9,2331593,Patrick Patterson
200,2019-20,28.0,OKC,NBA,SF,7.0,0.0,12.4,1.1,4.1,0.276,0.4,2.0,0.214,0.7,2.1,0.33299999999999996,0.32799999999999996,0.1,0.3,0.5,1.0,2.9,3.9,0.6,0.1,0.4,0.3,1.9,2.9,10740741,Andre Roberson
201,2019-20,31.0,HOU,NBA,PG,57.0,57.0,35.9,10.6,22.5,0.47200000000000003,1.0,3.7,0.258,9.6,18.7,0.514,0.493,5.1,6.7,0.763,1.8,6.2,7.9,7.0,1.6,0.4,4.5,3.5,27.2,38506482,Russell Westbrook
202,2019-20,32.0,ORL,NBA,PG,57.0,13.0,24.9,3.2,8.1,0.39899999999999997,1.2,3.5,0.348,2.0,4.6,0.43799999999999994,0.475,2.8,3.2,0.89,0.4,1.8,2.1,4.6,0.6,0.0,1.5,1.3,10.5,7250000,D.J. Augustin
203,2019-20,27.0,ORL,NBA,C,48.0,24.0,19.2,1.5,3.0,0.51,0.0,0.0,0.0,1.5,3.0,0.514,0.51,1.4,2.1,0.653,1.9,2.7,4.6,1.0,0.4,0.5,0.6,1.9,4.4,3000000,Khem Birch
204,2019-20,27.0,CHO,NBA,C,53.0,29.0,19.4,2.8,5.2,0.5429999999999999,0.0,0.0,0,2.8,5.2,0.5429999999999999,0.5429999999999999,1.7,2.8,0.603,2.3,3.5,5.8,0.9,0.2,0.9,0.9,2.2,7.4,17000000,Bismack Biyombo
205,2019-20,27.0,ORL,NBA,SF,66.0,66.0,31.5,6.6,14.1,0.467,2.6,6.6,0.39899999999999997,4.0,7.5,0.527,0.56,2.7,3.3,0.818,0.3,2.3,2.6,3.2,1.1,0.2,1.9,2.4,18.5,17000000,Evan Fournier
206,2019-20,24.0,ORL,NBA,PF,62.0,62.0,32.5,5.4,12.4,0.43700000000000006,1.2,3.8,0.308,4.2,8.5,0.494,0.484,2.4,3.6,0.674,1.7,5.9,7.7,3.7,0.8,0.6,1.6,2.0,14.4,19863636,Aaron Gordon
207,2019-20,24.0,POR,NBA,PF,53.0,4.0,16.4,1.7,4.1,0.42200000000000004,0.5,1.5,0.308,1.3,2.6,0.486,0.47700000000000004,0.9,1.1,0.8140000000000001,0.6,2.9,3.5,0.9,0.7,0.2,0.8,2.0,4.8,1737145,Mario Hezonja
208,2019-20,22.0,ORL,NBA,PF,34,32,28.8,4.6,9.8,0.47,0.9,2.8,0.34,3.6,7.0,0.521,0.518,1.8,2.3,0.779,1.7,5.1,6.8,1.4,1.6,2.3,1.4,2.4,11.9,5806440,Jonathan Isaac
209,2019-20,25.0,ORL,NBA,SF,52.0,21.0,18.3,1.9,4.5,0.41600000000000004,0.5,1.6,0.341,1.3,2.9,0.457,0.47600000000000003,1.5,1.9,0.804,0.5,2.1,2.5,1.2,0.5,0.3,0.5,1.5,5.8,1618520,Wesley Iwundu
210,2019-20,25.0,NYK,NBA,PG,45.0,36.0,27.7,4.3,9.8,0.439,0.3,1.5,0.203,4.0,8.2,0.48200000000000004,0.455,1.1,1.9,0.57,1.2,3.6,4.7,7.2,1.6,0.4,2.1,2.0,10.0,8000000,Elfrid Payton
211,2019-20,28.0,ORL,NBA,SG,69.0,0.0,27.4,4.9,12.3,0.40299999999999997,2.6,7.3,0.35100000000000003,2.4,5.0,0.48,0.508,2.3,2.7,0.853,0.2,3.0,3.2,1.2,1.1,0.3,1.0,1.6,14.7,12500000,Terrence Ross
212,2019-20,29.0,ORL,NBA,C,62.0,62.0,32.2,8.0,16.7,0.47700000000000004,1.6,4.7,0.33899999999999997,6.4,12.0,0.531,0.525,2.1,2.7,0.784,2.3,8.6,10.9,3.6,0.9,0.8,1.4,2.2,19.6,28000000,Nikola Vučević
213,2019-20,26.0,BRK,NBA,SG,10.0,1.0,10.7,1.0,3.8,0.263,0.6,2.9,0.207,0.4,0.9,0.444,0.342,0.2,0.4,0.5,0.1,2.0,2.1,0.8,0.0,0.6,0.4,1.3,2.8,294432,Justin Anderson
214,2019-20,29.0,TOT,NBA,"C,PF",70.0,68.0,30.5,4.4,10.3,0.42200000000000004,2.3,6.9,0.335,2.1,3.5,0.593,0.5329999999999999,1.4,1.8,0.7979999999999999,0.9,5.7,6.6,1.3,1.6,1.3,1.5,3.1,12.4,11301219,Robert Covington
215,2019-20,25.0,PHI,NBA,C,51,51,29.5,7.5,15.7,.477,1.1,3.4,.331,6.4,12.3,.517,.512,6.9,8.5,.807,2.8,8.9,11.6,3.0,0.9,1.3,3.1,3.4,23.0,27504630,Joel Embiid
216,2019-20,21.0,ORL,NBA,PG,72.0,60.0,27.7,5.0,10.7,0.465,0.5,1.9,0.267,4.5,8.8,0.507,0.488,1.6,2.2,0.73,0.6,2.7,3.3,5.1,1.3,0.2,2.0,2.0,12.1,9745200,Markelle Fultz
217,2019-20,26.0,SAC,NBA,C,44.0,38.0,28.2,5.1,7.8,0.648,0.0,0.0,0,5.1,7.8,0.648,0.648,2.1,2.7,0.7879999999999999,2.9,5.3,8.1,1.0,0.9,1.3,1.2,3.8,12.3,4767000,Richaun Holmes
218,2019-20,22.0,PHI,NBA,SG,72,12,21.7,3.4,7.8,0.43,2.0,4.9,0.402,1.4,2.9,0.478,0.557,1.1,1.4,0.755,0.3,2.1,2.3,1.1,0.6,0.2,0.8,1.4,9.8,1620564,Furkan Korkmaz
219,2019-20,24.0,BRK,NBA,SF,47.0,2.0,18.1,2.5,5.7,0.435,1.3,3.4,0.38799999999999996,1.2,2.3,0.505,0.55,1.5,1.7,0.852,0.6,2.1,2.7,0.6,0.4,0.1,0.8,2.3,7.8,844170,Timothé Luwawu-Cabarrot
220,2019-20,27.0,IND,NBA,PG,71.0,3.0,18.7,3.0,5.8,0.516,0.1,0.2,0.294,2.9,5.5,0.525,0.522,0.5,0.6,0.833,0.5,2.1,2.7,5.0,0.8,0.2,1.4,1.0,6.5,3500000,T.J. McConnell
221,2019-20,35.0,NOP,NBA,SG,60.0,36.0,26.4,4.8,10.5,0.45299999999999996,3.0,6.6,0.45299999999999996,1.8,3.9,0.45299999999999996,0.596,2.8,3.1,0.892,0.2,2.4,2.5,2.0,0.3,0.2,1.3,1.6,15.3,13486300,J.J. Redick
222,2019-20,25.0,PHO,NBA,PF,66.0,51.0,24.7,3.9,8.2,0.47600000000000003,1.3,3.6,0.35700000000000004,2.6,4.6,0.568,0.5539999999999999,1.6,1.9,0.8440000000000001,1.5,4.6,6.2,1.9,0.6,0.2,1.3,2.4,10.7,3481986,Dario Šarić
223,2019-20,23.0,PHI,NBA,PG,57,57,35.4,6.6,11.4,.580,0.0,0.1,.286,6.5,11.2,.583,.581,3.2,5.2,.621,2.0,5.8,7.8,8.0,2.1,0.6,3.5,3.3,16.4,8113930,Ben Simmons
224,2019-20,22.0,TOT,NBA,"C,PF",16.0,3.0,17.9,2.6,5.8,0.446,0.9,2.7,0.349,1.6,3.1,0.531,0.527,0.6,0.9,0.7140000000000001,1.0,3.6,4.6,1.8,0.3,0.6,1.3,2.6,6.7,1678854,Dragan Bender
225,2019-20,23.0,PHO,NBA,SG,70,70,35.9,9.0,18.3,0.489,2.0,5.7,0.354,6.9,12.6,0.5489999999999999,0.544,6.7,7.3,0.919,0.4,3.8,4.2,6.5,0.7,0.3,3.8,3.0,26.6,27285000,Devin Booker
226,2019-20,37.0,HOU,NBA,C,26.0,5.0,8.4,0.5,0.7,0.778,0.0,0.0,0,0.5,0.7,0.778,0.778,0.2,0.5,0.462,1.0,1.6,2.5,0.2,0.2,0.3,0.3,1.2,1.3,2564753,Tyson Chandler
227,2019-20,22.0,GSW,NBA,PF,59.0,21.0,20.3,3.6,6.5,0.545,0.1,0.7,0.205,3.4,5.9,0.584,0.556,2.0,2.6,0.769,1.9,4.3,6.2,1.9,0.7,1.1,1.3,2.1,9.3,1413272,Marquese Chriss
228,2019-20,28.0,TOT,NBA,SG,47.0,0.0,11.3,1.5,4.0,0.387,1.0,2.8,0.348,0.6,1.1,0.48100000000000004,0.511,0.2,0.3,0.625,0.3,0.9,1.1,0.4,0.2,0.1,0.3,0.8,4.3,2028594,Troy Daniels
229,2019-20,34.0,LAL,NBA,PF,45.0,1.0,8.1,0.5,1.3,0.4,0.4,0.9,0.429,0.1,0.4,0.33299999999999996,0.55,0.0,0.0,1.0,0.1,1.0,1.2,0.6,0.3,0.1,0.2,0.9,1.5,2564753,Jared Dudley
230,2019-20,26.0,CHI,NBA,SG,43.0,10.0,11.3,1.8,3.8,0.467,0.4,1.0,0.381,1.4,2.9,0.496,0.515,0.9,1.2,0.78,0.5,1.5,2.0,1.1,0.8,0.4,0.4,1.3,4.9,898310,Shaquille Harrison
231,2019-20,26.0,HOU,NBA,SF,63.0,52.0,30.4,3.7,8.6,0.42700000000000005,2.0,5.6,0.363,1.6,2.9,0.5489999999999999,0.546,1.2,1.4,0.8109999999999999,0.9,3.3,4.2,1.3,1.1,0.5,0.9,2.1,10.5,3540000,Danuel House
232,2019-20,22.0,MEM,NBA,SF,22.0,0.0,17.3,3.2,7.2,0.44,1.0,3.3,0.319,2.1,4.0,0.54,0.513,1.6,2.3,0.7,0.5,2.5,3.0,1.6,0.8,0.4,1.3,1.8,9.0,7059480,Josh Jackson
233,2019-20,26.0,TOT,NBA,C,55.0,12.0,17.6,3.2,5.8,0.555,0.3,1.1,0.271,2.9,4.7,0.619,0.58,1.2,1.9,0.648,1.8,4.0,5.8,0.9,0.4,0.9,1.0,2.3,8.0,4160000,Alex Len
234,2019-20,26.0,IND,NBA,SF,67.0,67.0,32.9,8.0,14.9,0.536,1.4,3.4,0.40299999999999997,6.6,11.5,0.575,0.581,2.5,3.0,0.8190000000000001,1.0,3.2,4.2,1.5,1.2,0.5,1.3,2.8,19.8,10810000,T.J. Warren
235,2019-20,29.0,ORL,NBA,PF,18.0,2.0,21.1,1.4,4.8,0.29100000000000004,0.5,2.0,0.25,0.9,2.8,0.32,0.34299999999999997,1.1,1.6,0.655,1.3,3.5,4.8,1.2,1.0,0.4,0.9,1.5,4.3,9258000,Al-Farouq Aminu
236,2019-20,22.0,POR,NBA,PF,11,11,26.4,2.9,6.2,0.47100000000000003,0.6,1.7,0.368,2.3,4.5,0.51,0.522,0.5,0.7,0.75,2.3,4.0,6.3,1.5,0.5,0.5,1.3,3.3,7.0,4240200,Zach Collins
237,2019-20,27.0,MIL,NBA,SG,67.0,4.0,18.6,2.0,4.5,0.455,0.8,2.5,0.331,1.2,2.0,0.607,0.547,0.5,0.6,0.775,0.9,3.3,4.2,1.6,0.4,0.5,0.8,1.0,5.4,1723050,Pat Connaughton
