,SEASON,AGE,TEAM,LEAGUE,POS,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,SALARY,NAME
99,2017-18,27.0,CLE,NBA,SG,14.0,6.0,19.7,1.6,4.1,0.379,0.5,1.9,0.26899999999999996,1.1,2.3,0.469,0.44,0.8,1.1,0.733,0.5,2.4,2.9,1.2,0.6,0.3,1.1,1.6,4.4,10337079,Iman Shumpert
100,2017-18,32.0,CLE,NBA,SG,80.0,61.0,28.1,3.0,7.4,0.40299999999999997,1.8,4.8,0.375,1.2,2.7,0.45299999999999996,0.524,0.5,0.7,0.696,0.4,2.6,2.9,1.8,0.9,0.1,1.0,2.0,8.3,13760000,J.R. Smith
101,2017-18,28.0,TOT,NBA,PG,32.0,15.0,26.9,4.9,13.2,0.373,1.7,5.9,0.293,3.2,7.3,0.43799999999999994,0.43799999999999994,3.7,4.1,0.893,0.5,1.6,2.1,4.8,0.5,0.1,3.0,1.8,15.2,6261395,Isaiah Thomas
102,2017-18,26.0,CLE,NBA,C,53.0,22.0,20.2,2.5,4.4,0.562,0.0,0.0,0,2.5,4.4,0.562,0.562,0.8,1.5,0.544,2.4,4.3,6.6,0.6,0.3,0.3,0.7,1.9,5.8,16400000,Tristan Thompson
103,2017-18,36.0,TOT,NBA,SG,67.0,3.0,22.9,4.5,10.2,0.43799999999999994,0.5,1.7,0.28800000000000003,4.0,8.5,0.46799999999999997,0.462,2.0,2.8,0.7140000000000001,0.7,3.0,3.8,3.4,0.9,0.7,2.1,1.9,11.4,15550000,Dwyane Wade
104,2017-18,21.0,CLE,NBA,C,32,2,6.7,1.5,2.1,0.731,0.0,0.0,0,1.5,2.1,0.731,0.731,0.7,0.9,0.7240000000000001,0.8,1.1,1.9,0.2,0.1,0.4,0.3,0.9,3.7,1645200,Ante Žižić
105,2017-18,25.0,DAL,NBA,PF,77.0,77.0,34.2,7.0,15.7,0.445,1.5,4.3,0.35700000000000004,5.4,11.4,0.478,0.494,3.4,4.1,0.8270000000000001,1.0,5.1,6.1,2.0,0.6,0.2,1.5,1.2,18.9,23112004,Harrison Barnes
106,2017-18,24.0,DAL,NBA,SG,7,0,9.1,0.9,2.6,0.33299999999999996,0.9,2.1,0.4,0.0,0.4,0.0,0.5,0.3,0.3,1.0,0.1,0.9,1.0,0.4,0.3,0.0,0.3,1.1,2.9,850000,Gian Clavell
107,2017-18,26.0,DAL,NBA,SF,32,2,15.0,1.2,3.1,0.384,0.1,0.5,0.235,1.1,2.6,0.415,0.40399999999999997,0.7,1.3,0.525,1.0,2.3,3.3,1.8,0.5,0.3,0.8,1.4,3.2,382464,Kyle Collinsworth
108,2017-18,24.0,DAL,NBA,SG,82.0,21.0,27.8,3.8,8.9,0.426,1.6,4.4,0.373,2.2,4.5,0.47700000000000004,0.518,1.0,1.3,0.7959999999999999,0.3,2.7,3.0,2.5,0.8,0.1,1.0,1.9,10.2,1312611,Yogi Ferrell
109,2017-18,24.0,DAL,NBA,PF,21,13,21.3,2.2,5.8,0.38,1.0,3.2,0.299,1.2,2.6,0.48100000000000004,0.46299999999999997,0.5,0.7,0.733,1.0,2.5,3.6,1.2,0.5,0.2,1.0,2.0,5.9,1312611,Dorian Finney-Smith
110,2017-18,34.0,TOT,NBA,PG,71.0,1.0,18.9,2.6,6.4,0.41200000000000003,1.1,3.2,0.348,1.5,3.2,0.47600000000000003,0.499,2.0,2.4,0.835,0.2,1.6,1.8,2.1,0.7,0.2,1.1,2.2,8.4,4402546,Devin Harris
111,2017-18,23.0,DAL,NBA,SG,9.0,3.0,25.9,2.1,7.7,0.275,1.0,4.8,0.209,1.1,2.9,0.385,0.341,1.4,1.9,0.765,0.4,2.2,2.7,1.2,1.0,0.2,0.3,3.0,6.7,174571,Aaron Harrison
112,2017-18,24.0,TOT,NBA,SF,16.0,0.0,11.3,1.6,4.3,0.382,0.6,1.6,0.385,1.0,2.6,0.381,0.456,0.8,1.2,0.632,0.8,1.6,2.4,0.3,0.3,0.1,0.4,1.4,4.6,850000,Jalen Jones
113,2017-18,31.0,DAL,NBA,SF,63.0,62.0,33.8,4.5,11.1,0.406,2.4,6.4,0.381,2.1,4.7,0.441,0.516,1.3,1.6,0.8220000000000001,0.4,2.7,3.1,2.7,1.2,0.3,1.3,2.2,12.7,17884176,Wesley Matthews
114,2017-18,26.0,TOT,NBA,SF,81.0,4.0,21.8,2.9,6.3,0.467,1.1,2.7,0.426,1.8,3.6,0.49700000000000005,0.557,0.8,1.0,0.79,0.5,2.0,2.5,1.0,0.2,0.2,0.7,1.5,7.8,3294994,Doug McDermott
115,2017-18,31.0,DAL,NBA,C,61,1,12.0,1.4,2.2,0.642,0.0,0.0,0.0,1.4,2.2,0.657,0.642,0.6,1.1,0.5760000000000001,1.4,2.6,4.0,0.6,0.4,1.1,0.6,2.0,3.5,1471382,Salah Mejri
116,2017-18,22.0,DAL,NBA,PF,11.0,4.0,16.0,3.6,6.8,0.5329999999999999,0.1,0.5,0.16699999999999998,3.5,6.3,0.565,0.54,1.4,2.5,0.536,1.3,3.2,4.5,0.6,0.3,0.2,0.8,1.6,8.7,850000,Johnathan Motley
117,2017-18,23.0,DAL,NBA,C,30,6,15.7,1.8,3.5,.524,0.0,0.0,.000,1.8,3.5,.529,.524,0.7,0.9,.750,1.6,4.0,5.6,0.7,1.0,0.7,0.9,2.0,4.4,4187599,Nerlens Noel
118,2017-18,39.0,DAL,NBA,C,77,77,24.7,4.5,9.8,0.456,1.8,4.4,0.409,2.7,5.5,0.494,0.547,1.3,1.4,0.898,0.3,5.4,5.7,1.6,0.6,0.6,0.7,1.9,12.0,5000000,Dirk Nowitzki
119,2017-18,26.0,DAL,NBA,C,79.0,25.0,21.2,3.2,5.4,0.593,0.4,1.1,0.33299999999999996,2.9,4.4,0.6559999999999999,0.626,1.7,2.3,0.7190000000000001,1.7,3.9,5.6,1.2,0.8,0.4,0.7,2.4,8.5,9003125,Dwight Powell
120,2017-18,27.0,DAL,NBA,C,9.0,0.0,4.3,0.7,1.8,0.375,0.2,1.1,0.2,0.4,0.7,0.667,0.43799999999999994,0.1,0.2,0.5,0.1,1.0,1.1,0.0,0.0,0.3,0.2,0.3,1.7,1577320,Jeff Withey
121,2017-18,29.0,DEN,NBA,PF,19,1,7.4,1.2,2.5,.468,0.4,1.2,.348,0.7,1.3,.583,.553,0.1,0.2,.667,0.2,0.6,0.8,0.5,0.4,0.2,0.8,1.2,2.8,7464912,Darrell Arthur
122,2017-18,27.0,DEN,NBA,SG,81.0,40.0,33.1,5.7,12.7,0.452,1.9,5.2,0.37,3.8,7.5,0.51,0.528,2.2,2.8,0.805,0.9,4.2,5.0,4.1,1.0,0.6,1.8,2.1,15.7,3533333,Will Barton
123,2017-18,21.0,DEN,NBA,SG,62.0,0.0,9.4,1.2,2.9,0.41,0.5,1.3,0.341,0.7,1.5,0.469,0.489,0.4,0.5,0.667,0.2,0.9,1.1,0.5,0.2,0.1,0.4,0.6,3.2,1700640,Malik Beasley
124,2017-18,30.0,DEN,NBA,SF,74.0,71.0,31.7,3.8,8.5,0.445,1.2,3.3,0.358,2.6,5.2,0.501,0.515,1.2,1.5,0.772,1.4,4.0,5.4,2.1,0.6,0.5,1.2,2.1,10.0,12016854,Wilson Chandler
125,2017-18,27.0,DEN,NBA,SF,39.0,5.0,16.1,1.6,3.5,0.45299999999999996,0.4,1.5,0.293,1.2,2.0,0.57,0.515,0.6,0.9,0.629,1.0,2.2,3.3,0.6,0.3,0.4,0.5,1.6,4.2,850000,Torrey Craig
126,2017-18,28.0,DEN,NBA,PF,32.0,7.0,14.4,2.4,4.6,0.514,0.0,0.0,0.0,2.4,4.6,0.517,0.514,1.1,1.6,0.706,2.1,2.7,4.8,0.6,0.4,0.4,0.7,1.6,5.9,12921348,Kenneth Faried
127,2017-18,23.0,DEN,NBA,SG,67.0,65.0,34.4,6.6,13.6,0.485,2.3,5.9,0.396,4.2,7.7,0.5529999999999999,0.57,2.0,2.4,0.8270000000000001,0.6,2.1,2.6,2.9,1.8,0.2,1.8,1.8,17.5,2550055,Gary Harris
128,2017-18,22.0,DEN,NBA,PF,25.0,3.0,11.1,1.2,3.0,0.387,0.6,2.0,0.28,0.6,1.0,0.6,0.48,0.4,0.5,0.833,0.7,1.4,2.2,0.5,0.2,0.1,0.4,1.0,3.3,2076840,Juan Hernangómez
129,2017-18,37.0,DEN,NBA,SF,20.0,0.0,8.2,0.6,1.4,0.444,0.1,0.4,0.28600000000000003,0.5,1.0,0.5,0.48100000000000004,0.2,0.4,0.5710000000000001,0.1,0.8,0.9,0.8,0.1,0.1,0.3,0.6,1.5,2500000,Richard Jefferson
130,2017-18,22.0,DEN,NBA,C,75,73,32.6,6.7,13.5,0.499,1.5,3.7,0.396,5.2,9.7,0.5379999999999999,0.5539999999999999,3.5,4.2,0.85,2.6,8.1,10.7,6.1,1.2,0.8,2.8,2.8,18.5,1471382,Nikola Jokić
131,2017-18,22.0,DEN,NBA,PF,73.0,2.0,19.1,3.7,7.5,0.491,1.1,3.0,0.381,2.6,4.5,0.563,0.5660000000000001,1.4,2.0,0.706,0.8,4.0,4.8,1.2,0.4,0.5,0.8,1.5,9.9,2441400,Trey Lyles
132,2017-18,32.0,DEN,NBA,PF,38.0,37.0,30.1,5.3,11.4,0.46399999999999997,1.0,3.0,0.345,4.3,8.5,0.506,0.509,2.9,4.2,0.696,1.7,4.7,6.4,2.8,1.0,1.2,1.9,2.6,14.6,31269231,Paul Millsap
133,2017-18,21.0,TOT,NBA,PG,64.0,14.0,19.5,3.2,8.2,0.38799999999999996,0.7,2.3,0.318,2.5,5.9,0.415,0.433,1.5,2.0,0.76,0.4,2.0,2.4,3.2,0.6,0.2,1.8,1.3,8.6,3381480,Emmanuel Mudiay
134,2017-18,20.0,DEN,NBA,PG,81,80,31.7,5.9,13.1,0.451,2.0,5.4,0.37799999999999995,3.9,7.7,0.502,0.529,2.8,3.1,0.905,1.0,2.7,3.7,3.4,1.0,0.3,2.1,2.1,16.7,3355320,Jamal Murray
135,2017-18,27.0,DEN,NBA,C,74.0,26.0,19.4,3.0,5.0,0.601,0.0,0.0,0.0,3.0,5.0,0.602,0.601,1.1,2.4,0.45799999999999996,1.8,3.6,5.4,1.9,0.7,1.1,1.4,2.5,7.1,14041096,Mason Plumlee
136,2017-18,27.0,TOT,NBA,SG,46.0,46.0,31.2,5.6,13.6,0.414,1.6,4.4,0.369,4.0,9.2,0.436,0.474,1.4,1.8,0.768,0.5,2.0,2.5,2.0,1.1,0.2,2.2,2.0,14.3,8808989,Avery Bradley
137,2017-18,26.0,DET,NBA,SF,62.0,52.0,27.9,4.3,8.8,0.489,2.0,4.5,0.445,2.3,4.3,0.536,0.603,0.6,0.8,0.7959999999999999,0.4,2.0,2.5,1.5,0.8,0.2,0.8,1.1,11.3,2500000,Reggie Bullock
138,2017-18,28.0,DET,NBA,PG,29.0,0.0,14.7,2.8,6.8,0.414,0.5,1.6,0.33299999999999996,2.3,5.3,0.43799999999999994,0.452,1.2,1.4,0.878,0.4,1.0,1.4,2.0,0.7,0.1,1.3,1.3,7.4,748160,Dwight Buycks
139,2017-18,24.0,DET,NBA,C,78.0,78.0,33.7,6.0,11.3,0.529,0.0,0.1,0.0,6.0,11.2,0.536,0.529,3.1,5.1,0.605,5.1,10.9,16.0,3.0,1.5,1.6,2.6,3.2,15.0,23775506,Andre Drummond
140,2017-18,21.0,DET,NBA,PF,38.0,0.0,8.7,1.4,3.8,0.363,0.5,1.6,0.33299999999999996,0.9,2.3,0.384,0.43200000000000005,0.7,0.8,0.862,0.3,1.9,2.1,0.5,0.1,0.0,0.5,0.6,4.0,1780800,Henry Ellenson
141,2017-18,27.0,TOT,NBA,SF,72.0,22.0,22.3,2.5,5.3,0.474,0.7,2.1,0.33299999999999996,1.8,3.2,0.5670000000000001,0.54,1.3,1.6,0.836,1.0,2.1,3.1,1.0,0.7,0.3,0.8,1.9,7.1,3028410,James Ennis
142,2017-18,26.0,DET,NBA,SG,58.0,2.0,14.9,2.2,5.9,0.371,1.3,3.8,0.344,0.9,2.1,0.418,0.48100000000000004,0.6,0.7,0.805,0.2,1.4,1.6,1.0,0.6,0.1,0.3,0.7,6.2,6666667,Langston Galloway
143,2017-18,28.0,TOT,NBA,PF,58,58,34.0,7.5,17.2,.438,1.9,5.6,.345,5.6,11.6,.482,.493,4.5,5.7,.785,1.3,6.1,7.4,5.8,0.7,0.3,2.8,2.4,21.4,29727900,Blake Griffin
144,2017-18,25.0,TOT,NBA,PF,80.0,80.0,33.4,7.0,15.3,0.46,2.3,5.6,0.41100000000000003,4.7,9.7,0.488,0.535,2.2,2.7,0.8290000000000001,0.7,4.7,5.5,2.4,0.9,0.4,1.3,2.1,18.6,16000000,Tobias Harris
145,2017-18,27.0,DET,NBA,PG,45.0,45.0,26.7,5.5,12.8,0.426,1.2,3.8,0.308,4.3,9.1,0.475,0.47100000000000003,2.5,3.0,0.836,0.6,2.1,2.8,5.3,0.6,0.1,2.2,1.9,14.6,16000000,Reggie Jackson
146,2017-18,21.0,DET,NBA,SF,69.0,50.0,27.4,3.0,8.1,0.375,1.0,3.4,0.28600000000000003,2.1,4.7,0.439,0.435,1.6,2.1,0.772,0.5,3.2,3.7,1.6,1.4,0.2,1.1,2.4,8.7,3097800,Stanley Johnson
147,2017-18,21.0,DET,NBA,SG,73.0,9.0,20.0,2.8,6.4,0.44299999999999995,1.1,2.7,0.415,1.7,3.7,0.46299999999999997,0.53,0.9,1.0,0.855,0.3,2.1,2.4,1.7,0.6,0.2,0.9,1.2,7.6,2759280,Luke Kennard
148,2017-18,28.0,DET,NBA,PF,8.0,0.0,17.0,1.9,4.5,0.41700000000000004,0.0,0.4,0.0,1.9,4.1,0.455,0.41700000000000004,1.6,1.9,0.867,0.9,3.1,4.0,0.6,0.1,0.4,0.9,2.0,5.4,10497319,Jon Leuer
149,2017-18,29.0,TOT,NBA,C,39.0,1.0,8.6,2.0,3.8,0.534,0.0,0.0,0,2.0,3.8,0.534,0.534,2.0,2.5,0.794,1.2,2.5,3.7,0.6,0.3,0.3,0.9,1.3,6.0,7000000,Boban Marjanović
150,2017-18,26.0,DET,NBA,PF,67.0,3.0,12.0,1.0,1.8,0.541,0.0,0.0,0,1.0,1.8,0.541,0.541,0.2,0.4,0.379,1.2,2.9,4.1,1.2,0.5,0.8,0.6,1.7,2.1,1739333,Eric Moreland
151,2017-18,35.0,TOT,NBA,PG,50.0,0.0,20.3,1.9,4.9,0.389,0.8,2.5,0.331,1.1,2.4,0.45,0.473,0.3,0.4,0.8,0.3,1.8,2.1,3.6,0.5,0.1,1.3,1.6,4.9,4736050,Jameer Nelson
152,2017-18,27.0,TOT,NBA,C,42.0,5.0,10.2,1.9,2.9,0.669,0.0,0.0,0.5,1.9,2.8,0.672,0.674,0.8,1.3,0.5820000000000001,0.8,2.0,2.9,0.2,0.2,0.5,0.5,1.3,4.6,1471382,Willie Reed
153,2017-18,29.0,DET,NBA,PG,82.0,35.0,24.9,4.7,9.8,0.486,0.4,1.2,0.34700000000000003,4.3,8.5,0.506,0.507,1.0,1.4,0.698,0.3,2.4,2.7,4.4,0.8,0.2,1.3,1.7,10.9,6000000,Ish Smith
154,2017-18,32.0,DET,NBA,PF,79.0,14.0,22.2,2.8,6.0,0.46399999999999997,2.0,4.6,0.436,0.8,1.4,0.561,0.632,1.3,1.7,0.797,0.6,2.4,3.1,1.1,0.4,0.3,0.7,1.8,8.9,3290000,Anthony Tolliver
155,2017-18,23.0,GSW,NBA,C,57.0,13.0,14.2,2.0,3.2,0.627,0.0,0.1,0.0,2.0,3.2,0.6409999999999999,0.627,0.5,0.8,0.682,1.1,2.6,3.6,1.8,0.6,1.0,0.9,1.6,4.6,815615,Jordan Bell
156,2017-18,29.0,GSW,NBA,SF,53.0,7.0,14.0,2.3,3.9,0.58,0.2,0.4,0.455,2.1,3.5,0.595,0.604,0.9,1.3,0.725,0.6,3.2,3.8,1.0,0.3,0.4,0.7,1.3,5.7,1471382,Omri Casspi
157,2017-18,24.0,GSW,NBA,PG,33.0,18.0,22.4,3.7,7.6,0.484,1.4,3.2,0.442,2.3,4.5,0.514,0.575,0.7,0.8,0.88,0.3,2.2,2.5,2.7,0.4,0.0,1.0,1.8,9.5,100000,Quinn Cook
158,2017-18,29.0,GSW,NBA,PG,51,51,32.0,8.4,16.9,0.495,4.2,9.8,0.423,4.2,7.1,0.595,0.618,5.5,5.9,0.9209999999999999,0.7,4.4,5.1,6.1,1.6,0.2,3.0,2.2,26.4,34682550,Stephen Curry
159,2017-18,29.0,GSW,NBA,SF,68,68,34.2,9.3,18.0,.516,2.5,6.1,.419,6.7,11.9,.565,.586,5.3,5.9,.889,0.5,6.4,6.8,5.4,0.7,1.8,3.0,2.0,26.4,25000000,Kevin Durant
160,2017-18,27.0,GSW,NBA,PF,70,70,32.7,4.0,8.8,0.45399999999999996,1.1,3.7,0.301,2.9,5.2,0.562,0.516,1.9,2.5,0.775,1.1,6.6,7.6,7.3,1.4,1.3,2.9,2.6,11.0,16400000,Draymond Green
161,2017-18,34.0,GSW,NBA,SF,64.0,7.0,25.3,2.3,5.0,0.46299999999999997,0.5,1.8,0.282,1.8,3.2,0.5670000000000001,0.514,0.9,1.4,0.632,0.8,3.1,3.8,3.3,0.8,0.6,1.0,1.5,6.0,14814815,Andre Iguodala
162,2017-18,22.0,GSW,NBA,C,15.0,0.0,5.9,0.7,1.5,0.5,0.0,0.0,0,0.7,1.5,0.5,0.5,0.2,0.3,0.6,0.3,0.6,0.9,0.1,0.1,0.2,0.3,0.9,1.7,1312611,Damian Jones
163,2017-18,32.0,GSW,NBA,PG,71,7,15.9,2.4,4.8,.501,0.0,0.1,.000,2.4,4.8,.509,.501,0.7,0.9,.820,0.5,1.4,1.8,2.0,0.5,0.3,0.8,1.6,5.5,7692308,Shaun Livingston
164,2017-18,21.0,GSW,NBA,C,66,4,13.8,1.7,2.9,0.58,0.0,0.1,0.2,1.7,2.8,0.59,0.583,0.6,1.2,0.545,1.3,2.0,3.3,0.6,0.5,0.8,0.5,1.6,4.0,1471382,Kevon Looney
165,2017-18,22.0,GSW,NBA,SG,57.0,10.0,16.9,1.6,3.9,0.409,0.3,1.4,0.23800000000000002,1.3,2.5,0.503,0.451,0.5,0.6,0.765,0.3,1.2,1.4,1.4,0.8,0.2,0.7,1.2,4.0,1312611,Patrick McCaw
166,2017-18,30.0,GSW,NBA,C,65.0,17.0,9.5,2.1,3.4,0.621,0.0,0.1,0.0,2.1,3.3,0.638,0.621,0.6,0.8,0.731,0.9,1.7,2.6,0.5,0.3,0.9,0.4,1.4,4.8,1471382,JaVale McGee
167,2017-18,33.0,GSW,NBA,C,69.0,57.0,14.1,2.2,3.8,0.564,0.0,0.0,0.0,2.2,3.8,0.5670000000000001,0.564,1.1,1.3,0.8059999999999999,1.3,3.4,4.7,1.6,0.6,0.2,1.0,1.8,5.4,3477600,Zaza Pachulia
168,2017-18,27.0,GSW,NBA,SG,73,73,34.3,7.9,16.2,0.488,3.1,7.1,0.44,4.7,9.0,0.526,0.585,1.1,1.3,0.8370000000000001,0.4,3.4,3.8,2.5,0.8,0.5,1.8,1.6,20.0,17826150,Klay Thompson
169,2017-18,37.0,GSW,NBA,C,73.0,0.0,13.7,3.0,5.2,0.5710000000000001,0.0,0.1,0.375,2.9,5.1,0.5760000000000001,0.575,0.8,1.1,0.759,0.9,2.4,3.3,1.9,0.6,1.0,1.1,1.6,6.8,1471382,David West
170,2017-18,32.0,GSW,NBA,SG,80.0,8.0,17.4,2.5,6.1,0.41200000000000003,1.5,4.1,0.377,1.0,2.0,0.48100000000000004,0.5379999999999999,0.7,0.8,0.862,0.3,1.3,1.6,0.5,0.5,0.1,0.5,1.3,7.3,5192000,Nick Young
171,2017-18,29.0,HOU,NBA,PF,66.0,50.0,26.1,3.1,7.3,0.431,2.0,5.1,0.386,1.2,2.1,0.539,0.568,1.1,1.4,0.774,1.4,3.6,5.0,0.9,0.4,0.3,0.6,1.9,9.3,19578455,Ryan Anderson
172,2017-18,32.0,HOU,NBA,SF,67.0,67.0,33.9,4.0,9.7,0.41200000000000003,2.5,6.9,0.368,1.5,2.8,0.519,0.542,1.1,1.3,0.8540000000000001,0.5,3.9,4.4,1.6,1.5,0.2,0.8,2.0,11.7,7420912,Trevor Ariza
173,2017-18,26.0,HOU,NBA,C,51.0,2.0,10.5,1.5,2.5,0.591,0.0,0.2,0.091,1.5,2.3,0.638,0.594,0.6,1.2,0.46,1.2,2.0,3.2,0.3,0.4,0.6,0.7,2.1,3.5,3290000,Tarik Black
174,2017-18,33.0,HOU,NBA,PG,20,0,5.8,1.0,2.9,.328,0.6,2.0,.275,0.4,0.9,.444,.422,0.1,0.1,.500,0.0,0.4,0.4,0.6,0.2,0.0,0.5,0.3,2.5,1230186,Bobby Brown
175,2017-18,26.0,TOT,NBA,"PG,SG",20.0,1.0,21.1,2.6,6.9,0.38,1.1,3.3,0.33299999999999996,1.5,3.6,0.423,0.46,2.3,2.6,0.902,0.3,2.0,2.3,3.8,0.8,0.1,1.5,1.8,8.6,997547,Isaiah Canaan
176,2017-18,29.0,HOU,NBA,SG,69.0,30.0,31.2,6.0,14.1,0.428,3.2,8.8,0.359,2.9,5.2,0.544,0.54,2.8,3.5,0.809,0.4,2.1,2.5,2.2,0.6,0.4,1.9,1.7,18.0,12943020,Eric Gordon
177,2017-18,32.0,HOU,NBA,SG,41,2,22.7,4.1,10.1,.407,2.7,7.3,.369,1.4,2.8,.504,.540,1.2,1.5,.850,0.4,2.9,3.2,0.6,0.6,0.4,0.8,2.1,12.1,872854,Gerald Green
178,2017-18,28.0,HOU,NBA,SG,72.0,72.0,35.4,9.0,20.1,0.449,3.7,10.0,0.36700000000000005,5.4,10.1,0.531,0.541,8.7,10.1,0.858,0.6,4.8,5.4,8.8,1.8,0.7,4.4,2.3,30.4,28299399,James Harden
179,2017-18,23.0,TOT,NBA,PG,15.0,0.0,5.3,0.5,1.2,0.389,0.1,0.5,0.14300000000000002,0.4,0.7,0.545,0.41700000000000004,0.1,0.1,0.5,0.3,0.5,0.8,0.6,0.3,0.1,0.7,0.5,1.1,92858,Demetrius Jackson
180,2017-18,36.0,TOT,NBA,SF,55.0,4.0,21.9,2.7,6.5,0.406,0.7,2.6,0.276,1.9,3.9,0.493,0.461,0.7,0.8,0.889,0.3,2.9,3.1,1.5,0.3,0.1,0.9,1.2,6.8,9505000,Joe Johnson
181,2017-18,31.0,HOU,NBA,PF,61.0,15.0,25.6,2.7,5.7,0.48100000000000004,1.0,2.8,0.364,1.7,2.8,0.599,0.5720000000000001,1.1,1.6,0.684,0.4,2.7,3.0,0.9,1.2,0.4,1.1,1.6,7.5,1471382,Luc Mbah a Moute
182,2017-18,32.0,HOU,NBA,PG,58.0,58.0,31.8,6.3,13.8,0.46,2.5,6.5,0.38,3.8,7.2,0.532,0.55,3.5,3.8,0.919,0.6,4.8,5.4,7.9,1.7,0.2,2.2,2.4,18.6,24599495,Chris Paul
183,2017-18,22.0,HOU,NBA,C,18,0,6.9,0.3,1.8,0.188,0.1,1.1,0.105,0.2,0.7,0.308,0.21899999999999997,0.4,0.7,0.667,0.3,0.9,1.2,0.1,0.1,0.8,0.6,0.8,1.2,815615,Zhou Qi
184,2017-18,32.0,HOU,NBA,PF,82,34,27.8,2.1,5.4,.390,1.4,3.8,.371,0.7,1.6,.435,.520,0.5,0.7,.717,1.1,4.4,5.6,0.9,1.0,0.3,0.9,2.5,6.1,7590035,P.J. Tucker
185,2017-18,25.0,TOT,NBA,PG,18.0,0.0,13.2,1.1,2.4,0.442,0.2,0.6,0.364,0.8,1.8,0.469,0.488,0.4,0.6,0.8,0.4,1.5,1.9,1.2,1.0,0.3,0.8,1.6,2.8,83129,Briante Weber
186,2017-18,23.0,TOT,NBA,SF,21.0,1.0,14.6,2.4,5.2,0.46799999999999997,0.5,1.8,0.289,1.9,3.4,0.563,0.518,1.0,1.4,0.667,1.0,2.0,3.0,0.8,1.0,0.2,0.9,1.6,6.3,1471382,Troy Williams
187,2017-18,30.0,TOT,NBA,PF,28,1,13.6,2.1,3.6,.578,0.0,0.0,0,2.1,3.6,.578,.578,0.8,1.2,.636,1.2,2.2,3.4,0.5,0.5,0.9,0.3,1.1,5.0,5179760,Brandan Wright
188,2017-18,19.0,IND,NBA,C,11,0,2.7,0.4,0.8,0.444,0.0,0.0,0,0.4,0.8,0.444,0.444,0.5,0.5,0.833,0.5,0.4,0.8,0.0,0.1,0.3,0.2,0.1,1.2,950000,Ike Anigbogu
189,2017-18,28.0,IND,NBA,SF,80,80,30.8,5.1,10.7,.474,1.9,4.8,.402,3.1,5.8,.534,.565,2.2,2.6,.868,0.4,3.0,3.4,1.5,0.7,0.1,1.3,1.6,14.3,10500000,Bojan Bogdanović
190,2017-18,30.0,IND,NBA,PG,69.0,64.0,29.2,4.6,9.2,0.495,1.4,3.0,0.46799999999999997,3.2,6.3,0.508,0.5710000000000001,1.8,2.1,0.882,0.5,2.0,2.6,5.3,1.3,0.2,1.2,1.8,12.4,10000000,Darren Collison
191,2017-18,33.0,IND,NBA,C,36,1,13.4,3.1,5.8,.534,0.0,0.1,.000,3.1,5.7,.541,.534,0.8,1.0,.833,0.8,3.1,4.0,0.8,0.4,0.6,0.6,1.8,7.0,9769821,Al Jefferson
192,2017-18,26.0,IND,NBA,PG,82.0,17.0,27.0,3.1,7.4,0.424,0.8,2.3,0.353,2.3,5.0,0.457,0.479,0.9,1.1,0.745,0.5,2.7,3.2,3.2,1.0,0.2,1.1,1.7,7.9,7630000,Cory Joseph
193,2017-18,20.0,IND,NBA,PF,53.0,0.0,8.7,1.2,2.6,0.47100000000000003,0.3,0.8,0.429,0.9,1.8,0.489,0.537,0.2,0.3,0.625,0.5,1.0,1.5,0.2,0.1,0.1,0.2,0.8,2.9,2028360,T.J. Leaf
194,2017-18,25.0,IND,NBA,SG,75.0,75.0,34.0,8.5,17.9,0.47700000000000004,2.1,5.8,0.371,6.4,12.1,0.528,0.537,3.9,4.9,0.799,0.6,4.6,5.2,4.3,2.4,0.8,2.9,2.3,23.1,21000000,Victor Oladipo
195,2017-18,24.0,IND,NBA,PF,25.0,0.0,4.2,0.4,1.0,0.423,0.2,0.4,0.364,0.3,0.6,0.467,0.5,0.0,0.0,0,0.3,0.4,0.7,0.1,0.1,0.0,0.1,0.6,1.0,778668,Alex Poythress
196,2017-18,21.0,IND,NBA,C,74.0,19.0,24.5,4.6,8.9,0.514,0.2,0.5,0.35100000000000003,4.4,8.4,0.524,0.524,2.3,3.0,0.75,2.2,5.5,7.7,2.0,0.5,0.4,1.9,3.0,11.6,2550000,Domantas Sabonis
197,2017-18,27.0,IND,NBA,SG,82.0,7.0,22.6,3.7,8.6,0.42700000000000005,0.8,2.8,0.289,2.9,5.8,0.495,0.475,1.0,1.5,0.6609999999999999,0.8,4.4,5.2,2.9,0.6,0.2,1.6,2.2,9.2,4180000,Lance Stephenson
198,2017-18,21.0,IND,NBA,C,65,62,28.2,4.7,9.8,0.479,0.9,2.4,0.35700000000000004,3.8,7.4,0.519,0.523,2.5,3.2,0.777,1.4,5.0,6.4,1.3,0.6,1.8,1.5,2.9,12.7,2569920,Myles Turner
199,2017-18,38.0,IND,NBA,SF,19.0,1.0,8.0,0.7,2.1,0.33299999999999996,0.2,0.9,0.222,0.5,1.1,0.429,0.385,0.2,0.2,0.75,0.3,0.6,0.8,0.5,0.1,0.1,0.3,0.4,1.7,1016617,Damien Wilkins
